Content,Ply_name,MOS
Romanoillamp,Romanoillamp_0.ply,9.116666666666667
Romanoillamp,Romanoillamp_1.ply,9.321428571428571
Romanoillamp,Romanoillamp_10.ply,6.953125
Romanoillamp,Romanoillamp_11.ply,6.2265625
Romanoillamp,Romanoillamp_12.ply,7.941666666666666
Romanoillamp,Romanoillamp_13.ply,8.163461538461538
Romanoillamp,Romanoillamp_14.ply,8.25
Romanoillamp,Romanoillamp_15.ply,7.5442307692307695
Romanoillamp,Romanoillamp_16.ply,5.125
Romanoillamp,Romanoillamp_17.ply,2.723076923076923
Romanoillamp,Romanoillamp_18.ply,9.553571428571429
Romanoillamp,Romanoillamp_19.ply,8.71875
Romanoillamp,Romanoillamp_2.ply,9.682692307692308
Romanoillamp,Romanoillamp_20.ply,7.296153846153846
Romanoillamp,Romanoillamp_21.ply,6.198076923076924
Romanoillamp,Romanoillamp_22.ply,6.667091836734694
Romanoillamp,Romanoillamp_23.ply,2.6
Romanoillamp,Romanoillamp_24.ply,8.008333333333333
Romanoillamp,Romanoillamp_25.ply,8.7734375
Romanoillamp,Romanoillamp_26.ply,6.533333333333333
Romanoillamp,Romanoillamp_27.ply,3.125
Romanoillamp,Romanoillamp_28.ply,2.411989795918367
Romanoillamp,Romanoillamp_29.ply,1.4333333333333333
Romanoillamp,Romanoillamp_3.ply,8.622448979591837
Romanoillamp,Romanoillamp_30.ply,9.40625
Romanoillamp,Romanoillamp_31.ply,7.008333333333334
Romanoillamp,Romanoillamp_32.ply,6.166666666666667
Romanoillamp,Romanoillamp_33.ply,3.9362244897959187
Romanoillamp,Romanoillamp_34.ply,3.7734375
Romanoillamp,Romanoillamp_35.ply,1.5703125
Romanoillamp,Romanoillamp_36.ply,8.433333333333334
Romanoillamp,Romanoillamp_37.ply,8.5625
Romanoillamp,Romanoillamp_38.ply,7.1953125
Romanoillamp,Romanoillamp_39.ply,3.5459183673469385
Romanoillamp,Romanoillamp_4.ply,7.691326530612245
Romanoillamp,Romanoillamp_40.ply,2.8115384615384613
Romanoillamp,Romanoillamp_41.ply,1.2230769230769232
Romanoillamp,Romanoillamp_5.ply,3.6171875
Romanoillamp,Romanoillamp_6.ply,8.771683673469388
Romanoillamp,Romanoillamp_7.ply,7.5688775510204085
Romanoillamp,Romanoillamp_8.ply,6.619897959183674
Romanoillamp,Romanoillamp_9.ply,7.808333333333334
ULB_Unicorn,ULB_Unicorn_0.ply,8.220663265306124
ULB_Unicorn,ULB_Unicorn_1.ply,7.4057692307692315
